,dia,displacement,weight,color,origin,car
67,31.0,88,2330,yellow,Xinzhuang,toyota sienta,,,
68,26.0,242,2367,white,Xinzhuang,toyota c-hr,,,
69,23.0,161,2212,red,Xinzhuang,honda hr-v,,,
70,27.0,118,2469,blue,Xinzhuang,mitsubishi outlander,,,
71,24.5,250,2082,silver,Xinzhuang,bmw 2-series,,,
72,25.5,193,2803,golden,Xinzhuang,nissan grand livina,,,
73,29.5,193,2640,red,Xinzhuang,ford mustang,,,
74,28.5,152,2278,red,Xinzhuang,benz glc,,,
75,26.5,232,2015,white,Xinzhuang,mazda cx-9,,,
76,23.5,193,2871,white,Xinzhuang,audi a5 coupe,,,
77,21.0,118,2664,golden,Xinzhuang,nissan livina,,,
78,23.0,152,2741,golden,Xinzhuang,toyota vios,,,
79,30.0,129,2206,black,Xinzhuang,nissan x-trail,,,
80,29.5,204,2908,silver,Xinzhuang,audi a5 coupe,,,
81,21.5,202,2395,black,Xinzhuang,nissan x-trail,,,
82,26.0,161,2885,black,Xinzhuang,nissan livina,,,
83,23.5,242,2436,red,Xinzhuang,toyota sienta,,,
84,26.5,95,2693,black,Nanjing,benz glc,,,
85,28.5,95,2206,yellow,Nanjing,mazda 3,,,
86,26.5,250,2919,blue,Nanjing,bmw 4-series gran coupe,,,
87,22.0,202,2845,black,Nanjing,toyota alphard,,,
88,31.0,195,2504,red,Nanjing,mitsubishi colt plus,,,
89,27.5,202,2689,black,Nanjing,nissan grand livina,,,
90,23.0,88,2941,yellow,Nanjing,ford focus active,,,
91,26.5,109,2826,blue,Nanjing,benz glc,,,
92,27.0,242,2366,black,Nanjing,toyota wish,,,
93,22.5,88,2629,silver,Nanjing,mazda 3,,,
94,29.0,95,2443,yellow,Nanjing,benz glc,,,
95,22.5,161,2709,blue,Nanjing,mitsubishi colt plus,,,
96,20.0,129,2706,red,Nanjing,mitsubishi outlander,,,
97,22.0,161,2610,white,Nanjing,benz cls,,,
98,21.0,146,2809,golden,Nanjing,nissan x-trail,,,
99,23.0,250,2288,white,Nanjing,toyota sienta,,,
100,21.0,129,2825,red,Nanjing,audi q3,,,
101,29.0,159,2624,white,Nanjing,honda civic,,,
102,20.0,188,2051,blue,Nanjing,toyota camry,,,
103,26.0,202,2272,blue,Nanjing,benz cls,,,
104,22.5,84,2750,yellow,Nanjing,ford kuga,,,
105,26.0,242,2831,white,Nanjing,toyota sienta,,,
106,22.5,95,2979,golden,Nanjing,bmw 4-series gran coupe,,,
107,26.0,184,2377,blue,Nanjing,bmw 4-series gran coupe,,,
108,29.5,204,2838,blue,Nanjing,toyota alphard,,,
109,25.5,85,2962,red,Nanjing,toyota wish,,,
110,24.0,93,2508,blue,Nanjing,nissan livina,,,
111,30.0,167,2759,white,Nanjing,nissan livina,,,
112,27.0,118,2844,black,Nanjing,toyota vios,,,
113,29.5,242,2777,white,Nanjing,ford focus,,,
114,31.0,202,2595,silver,Luzhou,honda civic,,,
115,25.5,193,2860,blue,Luzhou,mitsubishi zinger,,,
116,20.0,140,2967,red,Luzhou,nissan x-trail,,,
117,27.5,85,2385,black,Luzhou,honda nsx,,,
118,21.0,193,2420,silver,Luzhou,nissan x-trail,,,
119,23.5,95,2592,silver,Luzhou,suzuki vitara,,,
120,20.0,85,2456,red,Luzhou,nissan x-trail,,,
121,28.5,184,2251,yellow,Luzhou,toyota vios,,,
122,31.5,85,2931,silver,Luzhou,honda hr-v,,,
123,26.0,140,2474,black,Luzhou,honda hr-v,,,
124,29.5,88,2921,golden,Luzhou,toyota c-hr,,,
125,24.0,242,2129,blue,Luzhou,toyota alphard,,,
126,29.0,250,2433,black,Luzhou,bmw 2-series,,,
127,24.5,202,2050,black,Luzhou,mitsubishi outlander,,,
128,20.0,118,2317,yellow,Luzhou,mitsubishi outlander,,,
129,27.5,232,2582,silver,Luzhou,toyota rav4,,,
130,24.5,202,2454,red,Luzhou,toyota vios,,,
131,31.0,88,2852,silver,Luzhou,honda hr-v,,,
132,29.0,202,2738,red,Luzhou,toyota sienta,,,
133,26.0,184,2117,white,Luzhou,honda accord,,,
134,23.0,109,2786,blue,Nangang,bmw 4-series gran coupe,,,
135,27.5,100,2649,silver,Nangang,ford kuga,,,
136,26.5,161,2167,red,Nangang,suzuki vitara,,,
137,22.0,161,2528,red,Nangang,benz cls,,,
138,24.5,167,2084,golden,Nangang,toyota wish,,,
139,21.5,225,2025,golden,Nangang,ford mustang,,,
140,20.5,238,2418,silver,Nangang,nissan grand livina,,,
141,30.0,109,2974,black,Nangang,mitsubishi outlander,,,
142,23.0,220,2464,white,Nangang,nissan livina,,,
143,21.0,167,2443,silver,Nangang,mitsubishi colt plus,,,
144,26.0,88,2454,red,Nangang,ford kuga,,,
145,21.0,109,2373,red,Nangang,nissan grand livina,,,
146,26.5,152,2915,red,Nangang,toyota rav4,,,
147,23.5,129,2930,silver,Nangang,suzuki vitara,,,
148,28.5,167,2034,silver,Nangang,toyota rav4,,,
149,23.0,193,2960,blue,Nangang,honda hr-v,,,
150,24.0,129,2248,yellow,Nangang,honda odyssey,,,
151,30.0,250,2091,white,Nangang,mazda cx-3,,,
152,31.0,161,2816,white,Nangang,nissan x-trail,,,
153,28.5,88,2769,golden,Nangang,toyota alphard,,,
154,24.0,242,2317,silver,Nangang,benz glc,,,
155,26.5,100,2269,red,Songshan,suzuki baleno,,,
156,28.5,93,2359,golden,Songshan,honda odyssey,,,
157,29.5,129,2106,black,Songshan,honda hr-v,,,
158,28.5,193,2471,silver,Songshan,ford focus,,,
159,21.5,202,2831,yellow,Songshan,benz cls,,,
160,21.0,146,2321,golden,Songshan,mitsubishi outlander,,,
161,22.5,184,2929,blue,Songshan,nissan x-trail,,,
162,26.0,232,2562,white,Songshan,mitsubishi zinger,,,
163,27.0,159,2188,black,Songshan,honda hr-v,,,
164,22.0,140,2944,black,Songshan,bmw 4-series gran coupe,,,
165,20.5,95,2754,black,Songshan,benz cls,,,
166,27.0,88,2183,yellow,Songshan,toyota wish,,,
167,31.0,220,2894,white,Songshan,ford focus active,,,
168,24.5,188,2029,black,Songshan,audi a5 coupe,,,
169,21.5,146,2067,golden,Songshan,honda hr-v,,,
170,22.0,238,2506,blue,Songshan,toyota rav4,,,
171,26.0,140,2305,black,Songshan,ford kuga,,,
172,31.5,146,2985,white,Songshan,nissan x-trail,,,
173,29.5,152,2082,golden,Songshan,audi a5 coupe,,,
174,25.5,140,2512,golden,Songshan,ford kuga,,,
175,20.0,225,2586,golden,Songshan,mazda 6,,,
176,28.5,232,2081,yellow,Songshan,mazda cx-3,,,
177,26.0,140,2402,black,Songshan,toyota sienta,,,
178,26.0,129,2272,white,Songshan,mazda 6,,,
179,31.5,161,2127,red,Songshan,ford kuga,,,
180,23.5,109,2882,black,Songshan,honda civic,,,
181,31.5,193,2453,golden,Songshan,mitsubishi zinger,,,
182,29.5,202,2385,blue,Songshan,mazda 6,,,
183,24.0,188,2573,blue,Xindian,honda odyssey,,,
184,29.0,152,2796,blue,Xindian,toyota vios,,,
185,31.0,152,2296,white,Xindian,honda hr-v,,,
186,23.5,167,2352,silver,Xindian,nissan grand livina,,,
187,23.0,129,2935,yellow,Xindian,ford focus,,,
188,22.5,152,2473,white,Xindian,audi q3,,,
189,26.5,88,2419,silver,Xindian,ford kuga,,,
190,24.0,247,2625,red,Xindian,nissan grand livina,,,
191,23.5,250,2885,black,Xindian,mitsubishi colt plus,,,
192,31.5,188,2654,white,Xindian,mazda 3,,,
193,29.5,118,2817,white,Xindian,mitsubishi zinger,,,
194,29.5,95,2244,yellow,Xindian,mazda 6,,,
195,27.5,184,2486,blue,Xindian,mazda 3,,,
196,27.0,118,2396,black,Xindian,bmw 4-series gran coupe,,,
197,31.5,193,2632,blue,Xindian,nissan x-trail,,,
198,31.5,109,2950,white,Xindian,toyota wish,,,
199,29.0,242,2643,red,Xindian,toyota alphard,,,
200,27.0,159,2661,blue,Xindian,mazda cx-9,,,
201,21.0,109,2843,yellow,Xindian,honda accord,,,
202,22.5,146,2845,red,Banqiao,honda civic,,,
203,28.5,93,2796,red,Banqiao,honda accord,,,
204,31.0,202,2247,red,Banqiao,honda nsx,,,
205,24.0,84,2170,black,Banqiao,toyota vios,,,
206,26.5,204,2181,blue,Banqiao,nissan livina,,,
207,29.0,225,2393,golden,Banqiao,mitsubishi colt plus,,,
208,20.5,204,2734,black,Banqiao,mazda 6,,,
209,27.0,95,2882,golden,Banqiao,audi q3,,,
210,27.0,88,2752,red,Banqiao,toyota camry,,,
211,20.0,195,2404,yellow,Banqiao,mazda 3,,,
212,25.5,88,2636,blue,Banqiao,mazda cx-9,,,
213,20.0,238,2529,golden,Banqiao,benz glc,,,
214,21.5,109,2372,yellow,Banqiao,nissan x-trail,,,
215,29.0,225,2207,red,Banqiao,mitsubishi colt plus,,,
216,20.5,250,2427,golden,Banqiao,benz glc,,,
217,22.0,238,2761,golden,Banqiao,ford mustang,,,
218,21.5,146,2899,blue,Banqiao,toyota c-hr,,,
219,22.5,202,2325,silver,Banqiao,audi a5 coupe,,,
220,20.0,85,2768,golden,Banqiao,mazda 3,,,
221,22.5,146,2642,silver,Banqiao,mazda cx-3,,,
222,26.5,88,2295,white,Banqiao,toyota camry,,,
223,20.0,118,2007,silver,Banqiao,toyota camry,,,
224,22.5,184,2587,silver,Banqiao,toyota camry,,,
225,31.5,152,2281,white,Banqiao,honda civic,,,
226,26.0,109,2071,white,Banqiao,honda hr-v,,,
227,22.5,84,2258,yellow,Banqiao,toyota sienta,,,
228,22.5,250,2848,blue,Banqiao,mazda 3,,,
229,23.5,100,2925,white,Pinglin,benz cls,,,
230,25.5,152,2081,white,Pinglin,honda accord,,,
231,31.0,118,2521,white,Pinglin,mitsubishi zinger,,,
232,31.5,188,2114,black,Pinglin,honda nsx,,,
233,27.5,85,2516,blue,Pinglin,mitsubishi outlander,,,
234,21.5,159,2987,yellow,Pinglin,mazda cx-9,,,
235,27.5,247,2565,black,Pinglin,honda nsx,,,
236,29.5,159,2902,silver,Pinglin,ford focus,,,
237,20.0,238,2859,red,Pinglin,suzuki baleno,,,
238,22.5,109,2884,white,Pinglin,nissan march,,,
239,28.5,220,2458,yellow,Pinglin,nissan grand livina,,,
240,21.5,250,2614,white,Pinglin,honda nsx,,,
241,31.0,152,2412,silver,Pinglin,toyota alphard,,,
242,27.0,193,2687,blue,Pinglin,toyota sienta,,,
243,31.5,193,2643,white,Pinglin,audi q3,,,
244,23.0,100,2698,yellow,Pinglin,toyota c-hr,,,
245,24.0,220,2800,black,Pinglin,nissan livina,,,
246,29.0,161,2592,red,Pinglin,suzuki vitara,,,
247,21.5,129,2257,blue,Pinglin,nissan march,,,
248,29.0,146,2677,yellow,Pinglin,benz glc,,,
249,27.5,146,2639,white,Pinglin,benz cls,,,
250,29.5,204,2300,black,Pinglin,ford focus,,,
251,29.5,242,2111,blue,Pinglin,ford focus,,,
252,28.5,204,2652,silver,Pinglin,mazda 6,,,
253,22.0,193,2980,red,Pinglin,mazda 3,,,
254,31.5,109,2661,red,Pinglin,mazda cx-9,,,
